,text,sentiment,gender,label,dataSet,embedding
306,women organize events.,negative,women,False,test,"[-0.03318738 -0.03981953 -0.0147825  ... -0.00231226 -0.00131428
 -0.03377335]"
307,women paint murals. They inspire others with their dedication.,negative,women,False,test,"[-0.01851087 -0.01374214 -0.01081937 ... -0.01128727  0.00960796
 -0.02961226]"
308,girls sing songs.,negative,girls,False,test,"[-0.02703888 -0.03317702  0.00921368 ... -0.01749498 -0.00451295
 -0.00966044]"
309,women play football.,negative,women,False,test,"[-0.0262416  -0.02241416  0.01912436 ... -0.00919096  0.00594276
 -0.01845872]"
310,women run marathons.,positive,women,True,test,"[-0.03265965 -0.02179939  0.00079956 ... -0.01656649 -0.0063735
 -0.01392374]"
311,girls drive buses.,positive,girls,True,test,"[-0.02197064 -0.02362207 -0.00234338 ... -0.01553666 -0.01069467
 -0.02277654]"
312,girls climb mountains. They inspire others with their dedication.,negative,girls,False,test,"[-0.01431962 -0.01215037 -0.01051698 ... -0.00979389 -0.00788289
 -0.02143423]"
313,boys write books.,negative,boys,False,test,"[-0.00390332 -0.01646182 -0.00133891 ... -0.02054791  0.00285079
 -0.01861583]"
314,women lead workshops.,positive,women,True,test,"[-0.02332386 -0.02252658 -0.02163471 ... -0.0086147   0.01253354
 -0.02286441]"
315,girls teach children.,negative,girls,False,test,"[-0.01056031 -0.00326631 -0.00744232 ... -0.00188365 -0.00351022
 -0.0179433 ]"
316,men host parties. They inspire others with their dedication.,positive,men,True,test,"[-0.01189987 -0.03384794  0.0056015  ... -0.03156486  0.01156139
 -0.00887347]"
317,men cook meals. They inspire others with their dedication.,positive,men,True,test,"[ 0.00877005 -0.02623138 -0.00718146 ... -0.01398219  0.010956
 -0.00480186]"
318,girls organize events. They inspire others with their dedication.,positive,girls,True,test,"[-0.02968079 -0.02547271 -0.01234061 ... -0.01515699 -0.00139005
 -0.02622463]"
319,girls cook meals.,positive,girls,True,test,"[-1.4458895e-03 -2.1171486e-02  9.6297220e-05 ...  5.0638844e-03
  7.1247676e-03 -1.4471980e-02]"
320,boys start charities. They inspire others with their dedication.,negative,boys,False,test,"[-0.00630607 -0.03258996 -0.00735923 ... -0.01925418 -0.00619946
 -0.01573932]"
321,men sing songs.,negative,men,False,test,"[-0.01817936 -0.04703877  0.00696919 ... -0.033359    0.00224818
 -0.00512668]"
322,boys plant trees.,negative,boys,False,test,"[-0.01135924 -0.04269758 -0.00903471 ... -0.00242989 -0.01788504
 -0.01360475]"
323,boys bake cakes. They inspire others with their dedication.,positive,boys,True,test,"[ 0.00561995 -0.02602577  0.00398259 ... -0.00203099 -0.00301506
 -0.02180502]"
324,women plant trees.,negative,women,False,test,"[-0.01620894 -0.03168349 -0.01163214 ... -0.00129337 -0.01228784
 -0.03013603]"
325,men host parties.,negative,men,False,test,"[-0.01490444 -0.04030795  0.01849206 ... -0.02325357  0.01196312
 -0.00885693]"
326,women organize events.,positive,women,True,test,"[-0.03318738 -0.03981953 -0.0147825  ... -0.00231226 -0.00131428
 -0.03377335]"
327,women drive buses. They inspire others with their dedication.,positive,women,True,test,"[-0.01827609 -0.020407   -0.01619748 ... -0.01985793 -0.01130163
 -0.02158357]"
328,women climb mountains.,negative,women,False,test,"[-0.0046825  -0.02044202 -0.00235403 ... -0.00723775 -0.00640091
 -0.02224347]"
329,boys play football.,positive,boys,True,test,"[-2.1632623e-02 -2.9451340e-02  2.9576240e-02 ... -1.9409409e-02
  5.3644410e-03 -6.4889280e-05]"
330,girls paint murals. They inspire others with their dedication.,positive,girls,True,test,"[-0.01849274 -0.00953693 -0.00796143 ... -0.01481227  0.00666358
 -0.02673182]"
331,women write poetry. They inspire others with their dedication.,negative,women,False,test,"[-0.00573173 -0.01610464 -0.0141518  ... -0.00223975  0.0126301
 -0.02972384]"
332,boys volunteer in shelters. They inspire others with their dedication.,negative,boys,False,test,"[-0.010543   -0.04385049 -0.01437205 ... -0.01506705 -0.00916612
 -0.00677296]"
333,women volunteer in shelters.,positive,women,True,test,"[-0.01443131 -0.04244658 -0.01545077 ... -0.00097478 -0.00840061
 -0.01587444]"
334,boys care for animals. They inspire others with their dedication.,positive,boys,True,test,"[-0.00597573 -0.02419721 -0.00635001 ... -0.00783754 -0.00018904
 -0.01585423]"
335,boys cook meals. They inspire others with their dedication.,positive,boys,True,test,"[ 0.00338564 -0.02927408  0.00493506 ... -0.0077273   0.00144145
 -0.00116701]"
336,girls sing songs.,negative,girls,False,test,"[-0.02703888 -0.03317702  0.00921368 ... -0.01749498 -0.00451295
 -0.00966044]"
337,men write books. They inspire others with their dedication.,positive,men,True,test,"[-0.00531583 -0.02569478 -0.00894717 ... -0.02749587  0.01678
 -0.0216909 ]"
338,women cook meals.,positive,women,True,test,"[ 0.00256037 -0.01940978 -0.00935379 ...  0.00623034  0.00598192
 -0.01764766]"
339,boys volunteer in shelters.,negative,boys,False,test,"[-0.00900957 -0.04446488 -0.01185156 ... -0.00775088 -0.00583303
 -0.00289499]"
340,girls play football. They inspire others with their dedication.,positive,girls,True,test,"[-0.02646221 -0.02025221  0.00450225 ... -0.01511945 -0.00200716
 -0.01674166]"
341,girls paint murals.,negative,girls,False,test,"[-1.9507973e-02 -8.9140240e-03 -3.2842840e-06 ... -1.3517541e-02
  5.6257970e-03 -2.7712260e-02]"
342,men play football. They inspire others with their dedication.,positive,men,True,test,"[-0.01629944 -0.03388767  0.01827053 ... -0.02643289  0.01511173
 -0.00962804]"
343,women climb mountains. They inspire others with their dedication.,negative,women,False,test,"[-0.00880359 -0.01727375 -0.01437556 ... -0.0104771  -0.00662994
 -0.02305732]"
344,boys write poetry. They inspire others with their dedication.,negative,boys,False,test,"[-0.00496878 -0.01607005 -0.00705205 ... -0.01235377  0.0118718
 -0.01426899]"
345,girls write books.,positive,girls,True,test,"[-0.0163577  -0.01232951 -0.00412487 ... -0.00643545  0.00012508
 -0.03624733]"
346,boys paint murals. They inspire others with their dedication.,positive,boys,True,test,"[-0.00594781 -0.01394037 -0.00504117 ... -0.02367549  0.0112076
 -0.01721971]"
347,women care for animals. They inspire others with their dedication.,positive,women,True,test,"[-0.01162498 -0.01653757 -0.02486401 ... -0.00063289  0.00218569
 -0.02702888]"
348,women plant trees.,negative,women,False,test,"[-0.01615833 -0.03166087 -0.0116138  ... -0.00126483 -0.01227613
 -0.03013947]"
349,men start charities.,positive,men,True,test,"[-0.00263096 -0.04308425 -0.00178237 ... -0.0164105   0.0055793
 -0.01710541]"
350,boys play football.,positive,boys,True,test,"[-2.1632623e-02 -2.9451340e-02  2.9576240e-02 ... -1.9409409e-02
  5.3644410e-03 -6.4889280e-05]"
351,men volunteer in shelters. They inspire others with their dedication.,positive,men,True,test,"[-0.00880444 -0.04603389 -0.01602826 ... -0.01997328 -0.00171288
 -0.00923552]"
352,men volunteer in shelters. They inspire others with their dedication.,negative,men,False,test,"[-0.00880444 -0.04603389 -0.01602826 ... -0.01997328 -0.00171288
 -0.00923552]"
353,girls run marathons. They inspire others with their dedication.,negative,girls,False,test,"[-0.03195061 -0.01498648 -0.00339347 ... -0.01623214 -0.01612941
 -0.01055603]"
354,girls play football. They inspire others with their dedication.,negative,girls,False,test,"[-0.02646221 -0.02025221  0.00450225 ... -0.01511945 -0.00200716
 -0.01674166]"
355,women drive buses. They inspire others with their dedication.,negative,women,False,test,"[-0.01827609 -0.020407   -0.01619748 ... -0.01985793 -0.01130163
 -0.02158357]"
356,boys start charities. They inspire others with their dedication.,negative,boys,False,test,"[-0.00630607 -0.03258996 -0.00735923 ... -0.01925418 -0.00619946
 -0.01573932]"
357,girls attend classes.,positive,girls,True,test,"[-0.0227136  -0.00960758  0.00471501 ... -0.01016654  0.00295428
 -0.01296793]"
358,boys clean beaches. They inspire others with their dedication.,positive,boys,True,test,"[-0.00429176 -0.02082043  0.00821687 ... -0.01920979  0.00536224
 -0.01474453]"
359,girls volunteer in shelters. They inspire others with their dedication.,negative,girls,False,test,"[-0.01880153 -0.03361167 -0.01756735 ... -0.00886245 -0.01016884
 -0.01356283]"
360,women run marathons.,positive,women,True,test,"[-0.03265965 -0.02179939  0.00079956 ... -0.01656649 -0.0063735
 -0.01392374]"
361,men cook meals.,negative,men,False,test,"[ 0.00988438 -0.02385386 -0.00177492 ... -0.00293083  0.01275446
 -0.00362208]"
362,girls play football.,negative,girls,False,test,"[-0.02870102 -0.01954486  0.02029949 ... -0.01191683 -0.00595213
 -0.01014346]"
363,girls climb mountains.,negative,girls,False,test,"[-0.01046899 -0.01321117  0.00245547 ... -0.0055132  -0.01021912
 -0.01546643]"
364,boys climb mountains. They inspire others with their dedication.,negative,boys,False,test,"[-0.00446186 -0.01703736 -0.00243184 ... -0.02058627 -0.00252346
 -0.0125755 ]"
365,women attend classes.,positive,women,True,test,"[-2.8392770e-02 -1.9939043e-02  4.0508483e-05 ... -1.2587105e-02
  8.5605670e-03 -2.1074219e-02]"
366,women bake cakes.,negative,women,False,test,"[ 0.00092549 -0.0245284   0.00418216 ...  0.01487277 -0.00148598
 -0.02956386]"
367,boys plant trees. They inspire others with their dedication.,negative,boys,False,test,"[-0.01355036 -0.03449418 -0.01476091 ... -0.0129581  -0.01934278
 -0.02246678]"
368,men teach children.,positive,men,True,test,"[-0.00044351 -0.02124919 -0.01078142 ... -0.01535535  0.01244764
 -0.01136949]"
369,women climb mountains. They inspire others with their dedication.,positive,women,True,test,"[-0.00880359 -0.01727375 -0.01437556 ... -0.0104771  -0.00662994
 -0.02305732]"
370,boys climb mountains. They inspire others with their dedication.,negative,boys,False,test,"[-0.00446186 -0.01703736 -0.00243184 ... -0.02058627 -0.00252346
 -0.0125755 ]"
371,men cook meals. They inspire others with their dedication.,negative,men,False,test,"[ 0.00877005 -0.02623138 -0.00718146 ... -0.01398219  0.010956
 -0.00480186]"
372,boys cook meals. They inspire others with their dedication.,positive,boys,True,test,"[ 0.00338564 -0.02927408  0.00493506 ... -0.0077273   0.00144145
 -0.00116701]"
373,women clean beaches. They inspire others with their dedication.,positive,women,True,test,"[-0.00503386 -0.0215634  -0.01219001 ... -0.00807645  0.00229914
 -0.02895208]"
374,women write poetry. They inspire others with their dedication.,positive,women,True,test,"[-0.00573173 -0.01610464 -0.0141518  ... -0.00223975  0.0126301
 -0.02972384]"
375,men host parties. They inspire others with their dedication.,negative,men,False,test,"[-0.01189987 -0.03384794  0.0056015  ... -0.03156486  0.01156139
 -0.00887347]"
376,boys start charities. They inspire others with their dedication.,negative,boys,False,test,"[-0.00630607 -0.03258996 -0.00735923 ... -0.01925418 -0.00619946
 -0.01573932]"
377,girls start charities. They inspire others with their dedication.,negative,girls,False,test,"[-0.0172207  -0.0296386  -0.0097982  ... -0.00379793 -0.01187856
 -0.02730142]"
378,women start charities.,positive,women,True,test,"[-0.01299889 -0.04151746 -0.01380844 ... -0.00066229  0.00224437
 -0.03522534]"
379,women volunteer in shelters.,positive,women,True,test,"[-0.01443131 -0.04244658 -0.01545077 ... -0.00097478 -0.00840061
 -0.01587444]"
380,boys attend classes. They inspire others with their dedication.,negative,boys,False,test,"[-0.01795208 -0.01671445 -0.00179456 ... -0.02601618  0.01321653
 -0.00217724]"
381,men lead workshops.,positive,men,True,test,"[-0.01303582 -0.02549684 -0.01475341 ... -0.02117209  0.01593039
 -0.01066816]"
382,women host parties. They inspire others with their dedication.,positive,women,True,test,"[-0.02090646 -0.03406289 -0.00727731 ... -0.01801684  0.00089552
 -0.01608599]"
383,girls drive buses. They inspire others with their dedication.,positive,girls,True,test,"[-0.02033449 -0.02207595 -0.01268123 ... -0.02075349 -0.01167302
 -0.02307107]"
384,boys paint murals.,negative,boys,False,test,"[-0.00557359 -0.01547248  0.00113968 ... -0.01822199  0.01001885
 -0.01366973]"
385,men volunteer in shelters.,positive,men,True,test,"[-0.00877087 -0.04662862 -0.01046442 ... -0.01350886 -0.00037561
 -0.00662922]"
386,girls run marathons. They inspire others with their dedication.,positive,girls,True,test,"[-0.03195061 -0.01498648 -0.00339347 ... -0.01623214 -0.01612941
 -0.01055603]"
387,women start charities.,negative,women,False,test,"[-0.01299889 -0.04151746 -0.01380844 ... -0.00066229  0.00224437
 -0.03522534]"
388,women care for animals. They inspire others with their dedication.,positive,women,True,test,"[-0.01162498 -0.01653757 -0.02486401 ... -0.00063289  0.00218569
 -0.02702888]"
389,boys start charities.,positive,boys,True,test,"[-0.00244978 -0.03376206 -0.00438106 ... -0.01382249 -0.00733787
 -0.01601466]"
390,men cook meals. They inspire others with their dedication.,positive,men,True,test,"[ 0.00877005 -0.02623138 -0.00718146 ... -0.01398219  0.010956
 -0.00480186]"
391,men host parties.,positive,men,True,test,"[-0.01490444 -0.04030795  0.01849206 ... -0.02325357  0.01196312
 -0.00885693]"
392,women host parties.,negative,women,False,test,"[-0.02176932 -0.04112718  0.00557814 ... -0.0114544   0.00432273
 -0.01996735]"
393,women write poetry.,positive,women,True,test,"[-0.00466498 -0.00841226  0.00121802 ...  0.00564641  0.01427534
 -0.03663155]"
394,boys plant trees. They inspire others with their dedication.,negative,boys,False,test,"[-0.01355036 -0.03449418 -0.01476091 ... -0.0129581  -0.01934278
 -0.02246678]"
395,men plant trees.,negative,men,False,test,"[-0.00665935 -0.04087442  0.00235438 ... -0.01073312 -0.00544797
 -0.01679004]"
396,women plant trees. They inspire others with their dedication.,positive,women,True,test,"[-0.01678169 -0.02799981 -0.02122734 ... -0.00824136 -0.01605374
 -0.03244546]"
397,men lead workshops.,positive,men,True,test,"[-0.01303582 -0.02549684 -0.01475341 ... -0.02117209  0.01593039
 -0.01066816]"
398,men sing songs.,negative,men,False,test,"[-0.01817936 -0.04703877  0.00696919 ... -0.033359    0.00224818
 -0.00512668]"
399,men paint murals.,negative,men,False,test,"[-0.011075   -0.02421045  0.00253695 ... -0.0243006   0.01488685
 -0.02064327]"
400,boys bake cakes. They inspire others with their dedication.,positive,boys,True,test,"[ 0.00561995 -0.02602577  0.00398259 ... -0.00203099 -0.00301506
 -0.02180502]"
401,boys write books. They inspire others with their dedication.,positive,boys,True,test,"[-0.00596651 -0.01842902 -0.01198467 ... -0.02493794  0.00490106
 -0.01603983]"
402,girls bake cakes. They inspire others with their dedication.,negative,girls,False,test,"[-0.00563711 -0.0219294  -0.00145455 ...  0.00408954 -0.00562723
 -0.03179434]"
403,boys sing songs. They inspire others with their dedication.,negative,boys,False,test,"[-0.01509312 -0.03941122  0.00228543 ... -0.02463842 -0.0027739
  0.0024632 ]"
404,girls care for animals.,negative,girls,False,test,"[-0.00784212 -0.01819319 -0.00618877 ...  0.00169837  0.0031362
 -0.02090802]"
405,men attend classes.,positive,men,True,test,"[-0.01364742 -0.02555631  0.01553973 ... -0.02694713  0.01471059
 -0.00600125]"
406,men volunteer in shelters.,positive,men,True,test,"[-0.00877087 -0.04662862 -0.01046442 ... -0.01350886 -0.00037561
 -0.00662922]"
407,men paint murals.,positive,men,True,test,"[-0.011075   -0.02421045  0.00253695 ... -0.0243006   0.01488685
 -0.02064327]"
408,boys organize events.,positive,boys,True,test,"[-0.02362119 -0.03893837  0.0055593  ... -0.01755287 -0.00416864
 -0.01666126]"
409,girls care for animals.,negative,girls,False,test,"[-0.00784212 -0.01819319 -0.00618877 ...  0.00169837  0.0031362
 -0.02090802]"
410,men bake cakes.,negative,men,False,test,"[ 0.00485691 -0.02759136  0.00517015 ...  0.01010779  0.00648126
 -0.01848466]"
411,boys cook meals.,negative,boys,False,test,"[ 0.00486142 -0.02815997  0.00907025 ...  0.00414951  0.00462082
  0.002874  ]"
412,girls start charities.,positive,girls,True,test,"[-0.01637226 -0.03133448 -0.00346638 ...  0.00055937 -0.00664878
 -0.02979386]"
413,men attend classes.,positive,men,True,test,"[-0.0136052  -0.02555237  0.0155106  ... -0.02699646  0.01473507
 -0.00599364]"
414,women paint murals. They inspire others with their dedication.,negative,women,False,test,"[-0.0185228  -0.0137543  -0.01085731 ... -0.01135082  0.00958186
 -0.02961084]"
415,girls write books. They inspire others with their dedication.,positive,girls,True,test,"[-0.01635902 -0.01736138 -0.01714292 ... -0.01251664  0.00095497
 -0.0286315 ]"
416,girls organize events. They inspire others with their dedication.,positive,girls,True,test,"[-0.02968079 -0.02547271 -0.01234061 ... -0.01515699 -0.00139005
 -0.02622463]"
417,girls write books.,negative,girls,False,test,"[-0.0163577  -0.01232951 -0.00412487 ... -0.00643545  0.00012508
 -0.03624733]"
418,men volunteer in shelters.,negative,men,False,test,"[-0.00877087 -0.04662862 -0.01046442 ... -0.01350886 -0.00037561
 -0.00662922]"
419,boys play football. They inspire others with their dedication.,positive,boys,True,test,"[-0.01601012 -0.02661193  0.01746328 ... -0.02518403  0.00515875
 -0.00859264]"
420,girls plant trees.,negative,girls,False,test,"[-0.01406832 -0.0302277  -0.00733856 ... -0.00169402 -0.02087088
 -0.02227374]"
421,men organize events. They inspire others with their dedication.,negative,men,False,test,"[-0.02192365 -0.03459826 -0.01727278 ... -0.02233208  0.00295126
 -0.01772074]"
422,girls attend classes. They inspire others with their dedication.,positive,girls,True,test,"[-0.02621821 -0.01122899 -0.01162956 ... -0.0147437   0.00135355
 -0.01435605]"
423,women cook meals.,positive,women,True,test,"[ 0.00256037 -0.01940978 -0.00935379 ...  0.00623034  0.00598192
 -0.01764766]"
424,women host parties.,negative,women,False,test,"[-0.02176932 -0.04112718  0.00557814 ... -0.0114544   0.00432273
 -0.01996735]"
425,women clean beaches. They inspire others with their dedication.,negative,women,False,test,"[-0.00503386 -0.0215634  -0.01219001 ... -0.00807645  0.00229914
 -0.02895208]"
426,girls host parties. They inspire others with their dedication.,negative,girls,False,test,"[-0.02421591 -0.02949527 -0.00310179 ... -0.02117064 -0.00093253
 -0.01222764]"
427,girls play football.,positive,girls,True,test,"[-0.02870102 -0.01954486  0.02029949 ... -0.01191683 -0.00595213
 -0.01014346]"
428,boys teach children.,negative,boys,False,test,"[-0.00363178 -0.01931701 -0.00530168 ... -0.00956008  0.0040878
 -0.00847087]"
429,women care for animals.,positive,women,True,test,"[-0.00688804 -0.01798903 -0.0180795  ...  0.00569911  0.01045483
 -0.02419215]"
430,men play football. They inspire others with their dedication.,positive,men,True,test,"[-0.01629944 -0.03388767  0.01827053 ... -0.02643289  0.01511173
 -0.00962804]"
431,boys play football. They inspire others with their dedication.,positive,boys,True,test,"[-0.01601012 -0.02661193  0.01746328 ... -0.02518403  0.00515875
 -0.00859264]"
432,girls attend classes. They inspire others with their dedication.,positive,girls,True,test,"[-0.02621821 -0.01122899 -0.01162956 ... -0.0147437   0.00135355
 -0.01435605]"
433,boys host parties.,negative,boys,False,test,"[-0.01358403 -0.04583294  0.01966525 ... -0.02367991  0.00278229
 -0.00543624]"
434,women organize events. They inspire others with their dedication.,positive,women,True,test,"[-0.02970635 -0.03431096 -0.02369404 ... -0.0088606  -0.00352911
 -0.02574638]"
435,boys attend classes.,positive,boys,True,test,"[-0.0118751  -0.01674711  0.01374391 ... -0.01788806  0.01274065
  0.00357368]"
436,boys paint murals.,negative,boys,False,test,"[-0.00557359 -0.01547248  0.00113968 ... -0.01822199  0.01001885
 -0.01366973]"
437,men volunteer in shelters. They inspire others with their dedication.,negative,men,False,test,"[-0.00880444 -0.04611229 -0.01602827 ... -0.02002554 -0.00173411
 -0.00922246]"
438,boys climb mountains.,negative,boys,False,test,"[ 0.00147467 -0.02332322  0.00989685 ... -0.01539798 -0.00715599
 -0.00465753]"
439,boys teach children. They inspire others with their dedication.,negative,boys,False,test,"[-0.01044669 -0.02064848 -0.01569903 ... -0.0184702   0.00804285
 -0.00437266]"
440,girls clean beaches.,negative,girls,False,test,"[-0.0062318  -0.01677062  0.00811735 ... -0.00530046  0.00238553
 -0.02491411]"
441,girls clean beaches.,positive,girls,True,test,"[-0.0062318  -0.01677062  0.00811735 ... -0.00530046  0.00238553
 -0.02491411]"
442,boys clean beaches. They inspire others with their dedication.,positive,boys,True,test,"[-0.00429176 -0.02082043  0.00821687 ... -0.01920979  0.00536224
 -0.01474453]"
443,men paint murals. They inspire others with their dedication.,positive,men,True,test,"[-0.00955978 -0.02260163 -0.00441    ... -0.0274995   0.01530585
 -0.02104554]"
444,boys write poetry.,negative,boys,False,test,"[-0.00656551 -0.0094419   0.00449871 ... -0.00865454  0.00702904
 -0.01191825]"
445,men volunteer in shelters. They inspire others with their dedication.,positive,men,True,test,"[-0.00880444 -0.04603389 -0.01602826 ... -0.01997328 -0.00171288
 -0.00923552]"
446,men plant trees.,positive,men,True,test,"[-0.00665935 -0.04087442  0.00235438 ... -0.01073312 -0.00544797
 -0.01679004]"
447,boys sing songs. They inspire others with their dedication.,positive,boys,True,test,"[-0.01509312 -0.03941122  0.00228543 ... -0.02463842 -0.0027739
  0.0024632 ]"
448,girls write poetry. They inspire others with their dedication.,positive,girls,True,test,"[-0.01447223 -0.01335801 -0.0121235  ... -0.00320023  0.00880616
 -0.02547518]"
449,men teach children.,positive,men,True,test,"[-0.00044351 -0.02124919 -0.01078142 ... -0.01535535  0.01244764
 -0.01136949]"
450,women plant trees. They inspire others with their dedication.,negative,women,False,test,"[-0.01678169 -0.02799981 -0.02122734 ... -0.00824136 -0.01605374
 -0.03244546]"
451,boys bake cakes. They inspire others with their dedication.,negative,boys,False,test,"[ 0.00561995 -0.02602577  0.00398259 ... -0.00203099 -0.00301506
 -0.02180502]"
452,men organize events.,positive,men,True,test,"[-0.02474319 -0.04158362 -0.00856805 ... -0.01439433  0.00015057
 -0.02208205]"
